GSS_CD,GSS_NM,date,cumulative_cases,incidence,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R)
E08000022,North Tyneside,2020-03-23,21,2,1.2832618898684214,0.33133679521887016,0.71823193832871,0.7910309026799208,1.8724062183419687,1.2548603748436906,1.8724062183419687,1.8724062183419687,2.009555706206661
E10000023,North Yorkshire,2020-03-23,30,6,1.5423675732253566,0.34488387400232823,0.9421181833099761,1.0221772409844687,2.1500017593028327,1.5167390093262616,2.1500017593028327,2.1500017593028327,2.28816812093657
E10000021,Northamptonshire,2020-03-23,30,8,2.1854905493101957,0.45570628131668983,1.3854135347020995,1.4936875442429212,2.9850769918669458,2.1538996804074935,2.9850769918669458,2.9850769918669458,3.1649955231298943
E06000057,Northumberland,2020-03-23,11,3,1.423877191120797,0.42931512640844083,0.7107943636086393,0.7985371610207214,2.19564700732135,1.380969610343977,2.19564700732135,2.19564700732135,2.3805098640745133
E06000018,Nottingham,2020-03-23,42,9,2.068133185252775,0.3399990012681591,1.4561566213245818,1.5424145982321993,2.657312655691454,2.0495314906466233,2.657312655691454,2.657312655691454,2.7857851536971046
E10000024,Nottinghamshire,2020-03-23,74,8,1.419322904198291,0.19682467336643855,1.0600182321741674,1.1118179548968767,1.757830160301422,1.41023512171525,1.757830160301422,1.757830160301422,1.8302600481181948
E08000004,Oldham,2020-03-23,29,6,2.1203740845390637,0.44212855981946914,1.3441352817925398,1.4491832784228416,2.896136931777749,2.0897244623064246,2.896136931777749,2.896136931777749,3.070694809018947
E10000025,Oxfordshire,2020-03-23,68,7,1.4877128622836855,0.24457848796059234,1.0474871495180595,1.1095368775699535,1.9115394720085233,1.474331721976485,1.9115394720085233,1.9115394720085233,2.003956241438854
E06000031,Peterborough,2020-03-23,3,3,2.511035431440148,1.122969183722137,0.8153263696096434,0.9894230741267971,4.596962119649697,2.345763540345847,4.596962119649697,4.596962119649697,5.143398407634972
E06000026,Plymouth,2020-03-23,13,6,1.8543213415079434,0.47878371161181743,1.0378495784146624,1.1430445306702521,2.7056385279233215,1.8132809772165075,2.7056385279233215,2.7056385279233215,2.9038203833436986
E06000044,Portsmouth,2020-03-23,26,4,1.7381912385353682,0.33451505982381463,1.1454789788445459,1.2269125237463936,2.3225201513642233,1.716779824536292,2.3225201513642233,2.3225201513642233,2.4525250105303815
E06000038,Reading,2020-03-23,10,0,0.9826647054237835,0.43946101608347726,0.31906855506104786,0.3871992889876026,1.7989680155803616,0.9179874602748097,1.7989680155803616,1.7989680155803616,2.012809543757426
E09000026,Redbridge,2020-03-23,53,6,1.723165003040514,0.23669491659428943,1.2907688332123795,1.3531764706354834,2.1300832373004543,1.7123396883218172,2.1300832373004543,2.1300832373004543,2.217065765572588
E06000003,Redcar and Cleveland,2020-03-23,4,4,3.0783227622634923,1.1634966405912297,1.2376454061095639,1.4447517250829722,5.2078165852250855,2.9330422318032934,5.2078165852250855,5.2078165852250855,5.743039449529721
E09000027,Richmond upon Thames,2020-03-23,32,5,1.7843287825195746,0.32047490989949573,1.2123648377960279,1.2918834962079213,2.3421046411647635,1.765179561015753,2.3421046411647635,2.3421046411647635,2.4650712448079632
E08000005,Rochdale,2020-03-23,20,5,1.9851053130219105,0.44388304224129904,1.2125538967810798,1.3155939655066053,2.7671613365635186,1.9521200511139296,2.7671613365635186,2.7671613365635186,2.9449884533424853
E08000018,Rotherham,2020-03-23,14,5,2.244622964955243,0.5795591574524247,1.2562984342208139,1.383635050774151,3.275127260146657,2.1949443347649793,3.275127260146657,3.275127260146657,3.5150228672113246
E06000017,Rutland,2020-03-23,0,0,5,5,0.12658903992144938,0.2564664719377527,14.97866136776995,3.4657359027997265,14.97866136776995,14.97866136776995,18.444397270569677
E08000006,Salford,2020-03-23,26,6,2.120240423263754,0.3937187624146184,1.4199582873572283,1.5167744675781514,2.806679342428776,2.095920271830985,2.806679342428776,2.806679342428776,2.9586709241140063
E08000028,Sandwell,2020-03-23,33,17,3.0292576359443286,0.456677771443016,2.2010632356674464,2.3192146027877185,3.8174843393362803,3.0063398790514544,3.8174843393362803,3.8174843393362803,3.9876540160563927
E08000014,Sefton,2020-03-23,10,3,1.881424220682024,0.5949585782362468,0.9022160440488348,1.0207489685533797,2.9548174567621106,1.819095385898543,2.9548174567621106,2.9548174567621106,3.214376301909187
E08000019,Sheffield,2020-03-23,127,25,1.5087735602319956,0.15240914510214484,1.2248953065282582,1.2671355579670938,1.7679071623518954,1.5036447921241594,1.7679071623518954,1.7679071623518954,1.8217944065773028
E06000051,Shropshire,2020-03-23,12,18,8.210276702046135,1.6101677352203636,5.3632253278880535,5.753050340142059,11.025795367150097,8.105260032603342,11.025795367150097,11.025795367150097,11.65383465026298
E06000039,Slough,2020-03-23,24,0,0.7201920644314265,0.2277447276382046,0.34536008848187433,0.39073341293662006,1.1310772237385676,0.6963331538769275,1.1310772237385676,1.1310772237385676,1.2304339868082734
E08000029,Solihull,2020-03-23,8,4,3.520931016790998,1.0164052351711927,1.8193164351868558,2.0316395504945137,5.3422834720559,3.4236251450613766,5.3422834720559,5.3422834720559,5.774924989596653
E10000027,Somerset,2020-03-23,18,6,1.8900550555990212,0.45840568426278966,1.1010267205951612,1.2043142143139771,2.7017985340186845,1.8531271247609902,2.7017985340186845,2.7017985340186845,2.8887821158169
E06000025,South Gloucestershire,2020-03-23,20,0,1.062372179189524,0.3203172641894422,0.5303323641473224,0.5957983379519062,1.6381990739403942,1.030358308626895,1.6381990739403942,1.6381990739403942,1.7761275113117865
E08000023,South Tyneside,2020-03-23,6,2,1.8939888281257131,0.715860489307899,0.7614817396954883,0.8889073167592296,3.2041950091326497,1.8046025866929047,3.2041950091326497,3.2041950091326497,3.533499699978337
E06000045,Southampton,2020-03-23,12,14,3.0944456955967663,0.6452365310487967,1.9616131263681473,2.1149187734112562,4.2265836616969725,3.0497160451633736,4.2265836616969725,4.2265836616969725,4.4813311026321205
E06000033,Southend-on-Sea,2020-03-23,10,0,1.1938008229686294,0.4873671451312957,0.43810386198454565,0.5199031920084549,2.0917449543255953,1.1281738489082085,2.0917449543255953,2.0917449543255953,2.3216107398277765
E09000028,Southwark,2020-03-23,159,29,1.4364912020192802,0.13395349528778866,1.185970812068918,1.2234838163926647,1.6636947740229842,1.4323296117891824,1.6636947740229842,1.6636947740229842,1.7106589583324376
E08000013,St. Helens,2020-03-23,6,2,3.05893196150238,1.1561676068003288,1.2298492985093554,1.4356510247945597,5.175011794563607,2.914566574137361,5.175011794563607,5.175011794563607,5.7068632125560645
E10000028,Staffordshire,2020-03-23,56,23,2.526387484246356,0.31335980107799477,1.9498125236076835,2.0339796232461285,3.06295182438998,2.5134435290103556,3.06295182438998,3.06295182438998,3.176507486653778
E08000007,Stockport,2020-03-23,38,7,1.793884143741292,0.3076485925612125,1.242316917994142,1.3195662250163294,2.328096627043557,1.776328027155585,2.328096627043557,2.328096627043557,2.4451838175070475
E06000004,Stockton-on-Tees,2020-03-23,13,0,1.04218918634128,0.36846952047060477,0.4499433182556065,0.5185963075634286,1.7128527532099103,0.9991011045410285,1.7128527532099103,1.7128527532099103,1.8788945375096282
E06000021,Stoke-on-Trent,2020-03-23,4,5,4.161271923565221,1.387090641188407,1.9027985027906775,2.170902059820636,6.67405584292724,4.008207018919767,6.67405584292724,6.67405584292724,7.2883240808707095
E10000029,Suffolk,2020-03-23,23,6,1.4936726865931755,0.34267201555718696,0.8992885306614159,0.9781160082417003,2.098356224793854,1.4675512100818968,2.098356224793854,2.098356224793854,2.2364022371766903
E08000024,Sunderland,2020-03-23,14,8,2.6094627983980794,0.5834936201974935,1.593927669200656,1.7293760125806492,3.6374919343376466,2.5661029759847973,3.6374919343376466,3.6374919343376466,3.8712494295884707
E10000030,Surrey,2020-03-23,73,43,2.1607827557546324,0.2511858931948388,1.6966792138639755,1.76487241781136,2.5898696812064865,2.1510573329965252,2.5898696812064865,2.5898696812064865,2.6801455842941375
E09000029,Sutton,2020-03-23,26,16,2.384970892347085,0.4428779763968171,1.5972524372877337,1.706156960190704,3.1571176845786346,2.3576141583521064,3.1571176845786346,3.1571176845786346,3.328086738004693
E06000030,Swindon,2020-03-23,7,0,1.6115671798400577,0.7207147528859996,0.5232714766463717,0.6350056766521611,2.9503021686741246,1.5054966911074796,2.9503021686741246,2.9503021686741246,3.3010016357404415
E08000008,Tameside,2020-03-23,28,5,1.4541877616201548,0.31732978534775036,0.9001651441092035,0.9744460081073276,2.012458672653976,1.4311716883565389,2.012458672653976,2.012458672653976,2.138928624874658
E06000020,Telford and Wrekin,2020-03-23,3,6,9.183734801560215,2.904151939988475,4.403957805567988,4.982548711296037,14.423254262181676,8.879491089350404,14.423254262181676,14.423254262181676,15.690230403461433
E06000034,Thurrock,2020-03-23,13,3,2.196466361218174,0.5671251758335195,1.229345548673072,1.3539502592090882,3.204862004859786,2.1478535465994453,3.204862004859786,3.204862004859786,3.4396108421247837
E06000027,Torbay,2020-03-23,21,0,1.886468851767105,0.523212321123998,1.0044652128992613,1.1158576869527799,2.821369341477471,1.8383245789508726,2.821369341477471,2.821369341477471,3.041798252080992
E09000030,Tower Hamlets,2020-03-23,69,4,1.4171168641669958,0.2045432007499933,1.0448701067629258,1.0982734683759954,1.7694909333701847,1.4072880168996513,1.7694909333701847,1.7694909333701847,1.8452053231121015
E08000009,Trafford,2020-03-23,31,3,1.5155571569578403,0.34769265738626515,0.9124644114117232,0.9924468258215493,2.1291001856550187,1.4890529629451148,2.1291001856550187,2.1291001856550187,2.2691687722564695
E08000036,Wakefield,2020-03-23,12,1,1.5287710502533478,0.5095903500844493,0.6990514724737164,0.7975475486700989,2.451919400571096,1.4725379563027663,2.451919400571096,2.451919400571096,2.6775897043885757
E08000030,Walsall,2020-03-23,38,7,1.7726862956227385,0.3183838575240467,1.204454332805858,1.283454143487622,2.326822747568183,1.7536620200160111,2.326822747568183,2.326822747568183,2.4489870119308144
E09000031,Waltham Forest,2020-03-23,58,5,1.5752264940058445,0.22503235628654922,1.1653612320104705,1.2242369848608892,1.9627279457185913,1.5645237236702325,1.9627279457185913,1.9627279457185913,2.0458989040830904
E09000032,Wandsworth,2020-03-23,117,44,1.39027851264946,0.139027851264946,1.1311860873955708,1.1697702918647845,1.6265860206205964,1.3856470072046057,1.6265860206205964,1.6265860206205964,1.6756880621346142
E06000007,Warrington,2020-03-23,7,1,1.6771950506862452,0.7500644289721299,0.5445806676726187,0.6608650209322177,3.070447361567783,1.5668050520863686,3.070447361567783,3.070447361567783,3.4354283675102755
E10000031,Warwickshire,2020-03-23,38,18,2.527513164459574,0.38103694632710217,1.8364949345826114,1.9350765580972091,3.1851836596205683,2.508391340168598,3.1851836596205683,3.1851836596205683,3.3271676536521078
E06000037,West Berkshire,2020-03-23,11,2,2.18933884720988,0.6923297327070597,1.0498730759913868,1.1878051454515766,3.4384040416775936,2.1168092508579557,3.4384040416775936,3.4384040416775936,3.740442389313743
E10000032,West Sussex,2020-03-23,33,25,2.695904447993982,0.401881707103906,1.9664112035573607,2.0706352544034963,3.3892093005199535,2.6759612966734285,3.3892093005199535,3.3892093005199535,3.5387008691322497
E09000033,Westminster,2020-03-23,139,9,1.1836997507421245,0.13489510594970225,0.9341573322883925,0.9708939231926489,1.413972471526847,1.1785794717362834,1.413972471526847,1.413972471526847,1.4623354924410028
E08000010,Wigan,2020-03-23,11,2,1.9620456674519178,0.6540152224839726,0.8971722172954819,1.0235834281370926,3.1468268816541105,1.889875345849562,3.1468268816541105,3.1468268816541105,3.4364552349672293
E06000054,Wiltshire,2020-03-23,29,6,2.0343856715161452,0.3989758552782456,1.3289282634589854,1.425521161373195,2.7320297385847123,2.0083640871849466,2.7320297385847123,2.7320297385847123,2.8876486251437607
E06000040,Windsor and Maidenhead,2020-03-23,15,0,0.5709543036803638,0.2854771518401819,0.15556583137603944,0.19502634220549267,1.1067458909706342,0.5241447219830396,1.1067458909706342,1.1067458909706342,1.2514280726775835
E08000015,Wirral,2020-03-23,14,4,1.8810461973648498,0.5948390367671545,0.9020347671746298,1.020543875567517,2.9542237629612282,1.8187298859413967,2.9542237629612282,2.9542237629612282,3.2137304565017897
E06000041,Wokingham,2020-03-23,16,0,0.7177918184441532,0.32100625994686277,0.23306504963648697,0.2828314482128827,1.3140642134586678,0.6705480361538154,1.3140642134586678,1.3140642134586678,1.470265711815013
E08000031,Wolverhampton,2020-03-23,73,13,1.8643524962840536,0.236773003801197,1.4293883685285382,1.492724371550675,2.270141296467039,1.854338732569816,2.270141296467039,2.270141296467039,2.356212344175545
E10000034,Worcestershire,2020-03-23,31,10,2.4277537738745028,0.4103652862846498,1.6910194565766474,1.7944318220130273,3.1398217743287837,2.404671866153359,3.1398217743287837,3.1398217743287837,3.29561277176901
E06000014,York,2020-03-23,12,1,1.6315362281037702,0.5768351653218489,0.7043815402694604,0.811857074166099,2.681452999987402,1.564082288475588,2.681452999987402,2.681452999987402,2.9413896698496345
E09000002,Barking and Dagenham,2020-03-24,48,8,1.5652326408308557,0.2573226610498827,1.1020682275743456,1.1673511609707918,2.0111434482266297,1.5511542537231333,2.0111434482266297,2.0111434482266297,2.1083757487193773
E09000003,Barnet,2020-03-24,105,1,1.3924153103049302,0.16078227084566155,1.0952229708393997,1.1389193766501047,1.6670054962036627,1.3862317113332177,1.6670054962036627,1.6670054962036627,1.7247425804638767
E08000016,Barnsley,2020-03-24,21,4,1.6844102454219099,0.4501775740814712,0.9208827553675483,1.0183387913588258,2.486739250667329,1.6444794476240951,2.486739250667329,2.486739250667329,2.6746504745951585
E06000022,Bath and North East Somerset,2020-03-24,19,3,1.7713137439215616,0.4175026533119559,1.049792784647944,1.1448890821417705,2.509285372509987,1.738621828138855,2.509285372509987,2.509285372509987,2.6784868442201235
E06000055,Bedford,2020-03-24,7,0,1.78689201428789,0.6753816985047189,0.718423266009678,0.8386434820373262,3.023011745906777,1.70256017524449,3.023011745906777,3.023011745906777,3.3336956916626836
E09000004,Bexley,2020-03-24,49,12,1.5041184067492832,0.24400022549180705,1.0644037051991893,1.1265018959152444,1.9266761376579962,1.4909451592318066,1.9266761376579962,1.9266761376579962,2.0186704320371076
E08000025,Birmingham,2020-03-24,194,42,2.2729716608636146,0.16072336748415114,1.9688580841897532,2.0152222095831838,2.543639784654678,2.2691844992671606,2.543639784654678,2.543639784654678,2.598606002166106
E06000008,Blackburn with Darwen,2020-03-24,2,1,3.55416069192896,2.0519956322283717,0.7329533801292629,0.9687355998788764,7.458754071784828,3.1680133516278337,7.458754071784828,7.458754071784828,8.55923364002947
E06000009,Blackpool,2020-03-24,11,0,1.3532706895956244,0.5524704455622665,0.4966264924730343,0.5893527108003479,2.371163666782587,1.2788771569944544,2.371163666782587,2.371163666782587,2.631735299902622
E08000001,Bolton,2020-03-24,21,2,1.1926522440415355,0.3307822168991498,0.6350370901188139,0.7054609850189715,1.7837095339427909,1.16221475499514,1.7837095339427909,1.7837095339427909,1.9230678035673645
E06000058,Bournemouth,2020-03-24,13,0,1.431502543306739,0.4316142565989032,0.7146009119458819,0.8028136022224743,2.2074054523693083,1.3883651776742374,2.2074054523693083,2.2074054523693083,2.3932583133149907
E06000036,Bracknell Forest,2020-03-24,7,0,0.9168613944392401,0.9168613944392401,0.02321292073262094,0.04702884141755203,2.7466712696973463,0.6355198905198192,2.7466712696973463,2.7466712696973463,3.3821911602171655
E08000032,Bradford,2020-03-24,15,2,2.024612506140256,0.6402386898664847,0.9708803925993337,1.0984344225215623,3.179697757985428,1.9575400527251294,3.179697757985428,3.179697757985428,3.459010673269146
E09000005,Brent,2020-03-24,176,23,1.437233776667975,0.12654137812691177,1.1999323163882474,1.2356154561277841,1.6515148050549793,1.4335217051462523,1.6515148050549793,1.6515148050549793,1.6956285604768724
E06000043,Brighton and Hove,2020-03-24,27,0,1.7730994732103862,0.47388076724447326,0.9693699814926867,1.071957368708456,2.6176734957257453,1.731066199705545,2.6176734957257453,2.6176734957257453,2.815478806553273
E06000023,"Bristol, City of",2020-03-24,39,4,1.9002060808209353,0.3469285781247037,1.2820610632211509,1.3677670212085544,2.50453319664923,1.8791348943662811,2.50453319664923,2.50453319664923,2.638045805330829
E09000006,Bromley,2020-03-24,96,34,1.8851814916265925,0.20096102223756387,1.5119706822282166,1.5672492447696798,2.2274567249232193,1.878045481258298,2.2274567249232193,2.2274567249232193,2.298939809691872
E10000002,Buckinghamshire,2020-03-24,57,9,0.8308278976256699,0.18130151096907873,0.514295563430488,0.5567347970000386,1.1497874292359713,0.8176780168015433,1.1497874292359713,1.1497874292359713,1.2220440987593493
E08000002,Bury,2020-03-24,20,6,1.915865315892133,0.47896632897303326,1.0950825652187677,1.2017213384473862,2.765686862756921,1.8761026741124407,2.765686862756921,2.765686862756921,2.962432952716233
E08000033,Calderdale,2020-03-24,11,0,1.2255435198806413,0.5480797239674958,0.39793064500480896,0.48290080726620044,2.2436071854399664,1.1448804226527087,2.2436071854399664,2.2436071854399664,2.5103025268847925
E10000003,Cambridgeshire,2020-03-24,38,4,1.8733646222358158,0.3605291896460566,1.2345590904544859,1.3223254528087909,2.5031348619969336,1.8502881133864715,2.5031348619969336,2.5031348619969336,2.6432497690803722
E09000007,Camden,2020-03-24,69,8,1.1879680496476832,0.19799467494128054,0.8320382171374365,0.8821047697225285,1.531295277197157,1.1769866360500147,1.531295277197157,1.531295277197157,1.6062822022853243
E06000056,Central Bedfordshire,2020-03-24,24,2,1.601440569717743,0.3774631621715547,0.9491151756154536,1.0350915134376848,2.268638975069535,1.5718838859196973,2.268638975069535,2.268638975069535,2.4216136257673058
E06000049,Cheshire East,2020-03-24,28,5,1.7904148094360408,0.37332729490866523,1.13496940561316,1.223670493897478,2.4454583229528293,1.7645346885889377,2.4454583229528293,2.4454583229528293,2.5928526015356566
E06000050,Cheshire West and Chester,2020-03-24,19,0,1.3752159887814428,0.39699066065842165,0.7105941690962521,0.7935239798668986,2.08660539281739,1.3372099642479507,2.08660539281739,2.08660539281739,2.255587837942082
E06000052,Cornwall and Isles of Scilly,2020-03-24,32,7,2.168299252667441,0.4097700421803753,1.4408191065777949,1.5410907239706713,2.8833859218219153,2.1425415116482873,2.8833859218219153,2.8833859218219153,3.0420915163551707
E06000047,County Durham,2020-03-24,20,7,2.2438650821210393,0.46787821282159836,1.4224179810784887,1.5335839933893507,3.0648085079147416,2.2114304199501094,3.0648085079147416,3.0648085079147416,3.2495326697533073
E08000026,Coventry,2020-03-24,28,1,1.9511075306896377,0.4068340435240958,1.2368348065059307,1.333496965699315,2.6649422942406487,1.922904625746148,2.6649422942406487,2.6649422942406487,2.825565455648762
E09000008,Croydon,2020-03-24,133,36,1.7290436996759844,0.1598501465820441,1.429966248523875,1.4747792186047546,2.000103574390998,1.7241201520329985,2.000103574390998,2.000103574390998,2.0560982337985534
E10000006,Cumbria,2020-03-24,134,16,1.7683281539681641,0.16860347403183643,1.453350683192214,1.5004354409558942,2.0544903974037436,1.762972480165092,2.0544903974037436,2.0544903974037436,2.1137379682406254
E06000005,Darlington,2020-03-24,4,1,1.6244152993529835,0.9378566103571915,0.33499348723826794,0.4427568323077359,3.40899449364593,1.4479281616683968,3.40899449364593,3.40899449364593,3.911964393499208
E06000015,Derby,2020-03-24,46,3,1.5501899210081522,0.27403745131797574,1.0603287584068288,1.1286086320286979,2.026758528767112,1.53407235475224,2.026758528767112,2.026758528767112,2.131609263721247
E10000007,Derbyshire,2020-03-24,113,9,1.2439464460794225,0.14660049457594426,0.973311482335884,1.0130240406335822,1.4944985032472249,1.2381921987454272,1.4944985032472249,1.4944985032472249,1.5472765517970062
E10000008,Devon,2020-03-24,49,2,1.320241974818752,0.2640483949637504,0.8543909949096994,0.9179444859144495,1.782453582174482,1.302681086024475,1.782453582174482,1.782453582174482,1.8858387907258836
E08000017,Doncaster,2020-03-24,16,3,2.040479378165749,0.5268495099943742,1.1420408183788697,1.2577964460362143,2.9772615443819084,1.9953189115656151,2.9772615443819084,2.9772615443819084,3.195339166668807
E06000059,Dorset,2020-03-24,17,8,1.9903849247797494,0.46913822582774567,1.1796282504305742,1.2864857947722297,2.8196268416891948,1.953649763344142,2.8196268416891948,2.8196268416891948,3.0097546830713795
E08000027,Dudley,2020-03-24,42,12,2.440506414176865,0.3765783153114628,1.7589023594438302,1.8558384019686105,3.091158214853418,2.421164882223878,3.091158214853418,3.091158214853418,3.2319934159271075
E09000009,Ealing,2020-03-24,132,13,1.342702165660501,0.1447872981094344,1.073988418471501,1.1137488289085713,1.5893965120578721,1.3375014950011066,1.5893965120578721,1.5893965120578721,1.6409665324484781
E06000011,East Riding of Yorkshire,2020-03-24,17,3,1.2032581968503522,0.3805036515314355,0.5770090755704872,0.6528163876263696,1.8897430393219188,1.1633960113161572,1.8897430393219188,1.8897430393219188,2.0557429794497306
E10000011,East Sussex,2020-03-24,23,1,1.9949408119531884,0.4987352029882971,1.1402810436056285,1.2513212295131277,2.8798379248425197,1.9535370054228502,2.8798379248425197,2.8798379248425197,3.0847045202113472
E09000010,Enfield,2020-03-24,87,15,1.5080083674345484,0.1789676670874179,1.1777670462215009,1.226192596803395,1.8139556292525203,1.5009344554755795,1.8139556292525203,1.8139556292525203,1.8784429518482633
E10000012,Essex,2020-03-24,85,8,1.6425110344875768,0.21383672285392405,1.250355501406065,1.30730358752464,2.009343213629436,1.6332406893883014,2.009343213629436,2.009343213629436,2.0873378144819164
E08000037,Gateshead,2020-03-24,6,5,3.5133165810880094,1.1110082537473762,1.6847718618884087,1.906116779472019,5.5177397265393955,3.3969255373683125,5.5177397265393955,5.5177397265393955,6.002432325050063
E10000013,Gloucestershire,2020-03-24,53,8,2.053843321929502,0.3096285307735123,1.4923257018747695,1.5724325879505603,2.5882627558260176,2.038305032485408,2.5882627558260176,2.5882627558260176,2.7036381699140812
E09000011,Greenwich,2020-03-24,81,21,1.6237263666054436,0.19986689940791866,1.255789854302071,1.3095431443665666,1.9658596194143896,1.615533132260516,1.9658596194143896,1.9658596194143896,2.0382153853095373
E09000012,Hackney and City of London,2020-03-24,77,11,1.4359326731554443,0.19540568634563835,1.0787168181610156,1.130330327519863,1.771739644813601,1.4270786841490666,1.771739644813601,1.771739644813601,1.8434531560057137
E06000006,Halton,2020-03-24,8,0,1.1539357887083765,0.5160557730443529,0.37467980960772296,0.4546852191384484,2.1125146394920318,1.0779857851308292,2.1125146394920318,2.1125146394920318,2.363627141155748
E09000013,Hammersmith and Fulham,2020-03-24,73,10,1.7649713438207686,0.2401821779441786,1.3259007944766001,1.3893413489506532,2.177727243252635,1.7540884959220435,2.177727243252635,2.177727243252635,2.265873640771892
E10000014,Hampshire,2020-03-24,215,45,1.8523478221349392,0.1433389779502027,1.58205720399437,1.623048389204534,2.0942549769274,1.8486518359343795,2.0942549769274,2.0942549769274,2.1436408320237264
E09000014,Haringey,2020-03-24,75,4,1.2403742531381572,0.1849040765038301,0.9047374916384316,0.9526905373494929,1.5593608883243022,1.2311984934249895,1.5593608883243022,1.5593608883243022,1.6281413278187002
E09000015,Harrow,2020-03-24,139,11,1.2518750517691046,0.13123216342400187,1.0079317007757085,1.0441164073100164,1.4752663186165862,1.2472924270211967,1.4752663186165862,1.4752663186165862,1.521857449054514
E06000001,Hartlepool,2020-03-24,3,0,0.9891012928709563,0.6994002314694345,0.1197847552765886,0.17574426483431138,2.346081264172388,0.8300275888557787,2.346081264172388,2.346081264172388,2.755459840696791
E09000016,Havering,2020-03-24,49,3,1.3471748209277359,0.22771410635404069,0.9383566233585939,0.9957407520077419,1.7423055344800544,1.3343665348340117,1.7423055344800544,1.7423055344800544,1.8287548735099106
E06000019,"Herefordshire, County of",2020-03-24,16,0,2.2775404329319775,0.6086982846111609,1.2451525482226309,1.3769257091890152,3.3623929829132466,2.223548831568276,3.3623929829132466,3.3623929829132466,3.6164732531209163
E10000015,Hertfordshire,2020-03-24,148,8,1.6259948853567523,0.1650947671373857,1.318572316530749,1.3642964546004763,1.906742474665492,1.6204107005109412,1.906742474665492,1.906742474665492,1.9651477649777989
E09000017,Hillingdon,2020-03-24,88,5,1.4157313126844155,0.17836537984047554,1.0878868125021943,1.135665847455733,1.7213259361285755,1.4082477575766734,1.7213259361285755,1.7213259361285755,1.786095655004528
E09000018,Hounslow,2020-03-24,86,8,1.4729557863541456,0.18557498585174553,1.1318596692864642,1.1815699535548745,1.7909026770161103,1.4651697427032864,1.7909026770161103,1.7909026770161103,1.8582904160200382
E06000046,Isle of Wight,2020-03-24,4,0,1.928153351600706,1.3634103100844286,0.23350831610666742,0.3425957439417576,4.5734491353372295,1.6180551869747908,4.5734491353372295,4.5734491353372295,5.371491439081378
E09000019,Islington,2020-03-24,68,5,0.9974578905231578,0.16624298175385965,0.698607243811555,0.7406448036113352,1.285726966658854,0.9882375266881698,1.285726966658854,1.285726966658854,1.3486885085432876
E09000020,Kensington and Chelsea,2020-03-24,94,7,1.1811119525921823,0.1867501970920056,0.8438036952670157,0.8916137119949193,1.5041383053047546,1.1712840679892824,1.5041383053047546,1.5041383053047546,1.5742534479456929
E10000016,Kent,2020-03-24,76,25,2.157455110184022,0.250799062254679,1.694066296366497,1.7621544815134227,2.5858812338023354,2.147744664757568,2.5858812338023354,2.5858812338023354,2.6760181103227647
E06000010,"Kingston upon Hull, City of",2020-03-24,1,1,3.873860737469187,2.7392331968367825,0.4691425072011018,0.6883105019516417,9.188535250833215,3.2508412542375664,9.188535250833215,9.188535250833215,10.79188528766894
E09000021,Kingston upon Thames,2020-03-24,38,1,1.2498062572226338,0.25511563396108966,0.8007744515284064,0.8617955056960666,1.6968923909102462,1.2324913515170324,1.6968923909102462,1.6968923909102462,1.7971845752002231
E08000034,Kirklees,2020-03-24,19,3,1.9509623796183346,0.4475814660739978,1.1746067980558383,1.2775674028923045,2.7407705117431633,1.916843781594142,2.7407705117431633,2.7407705117431633,2.921079477176227
E08000011,Knowsley,2020-03-24,8,1,1.7678137049575917,0.6681707753727857,0.7107527961718697,0.8296894436062335,2.990735619125541,1.6843822610689065,2.990735619125541,2.990735619125541,3.2981024509351684
E09000022,Lambeth,2020-03-24,196,25,1.5377613292884031,0.13284234584522725,1.2884288556309063,1.3259710681093664,1.7625946614137968,1.5339377486265982,1.7625946614137968,1.7625946614137968,1.808820841368388
E10000017,Lancashire,2020-03-24,74,7,1.6678384354966935,0.2228742857900606,1.2598672303502645,1.3189382843294126,2.0505695897811496,1.657921399763258,2.0505695897811496,2.0505695897811496,2.132154529061045
E08000035,Leeds,2020-03-24,53,11,2.0335200872661847,0.3215277571732755,1.452776563871909,1.5350910550387715,2.5896744598603267,2.016599421353466,2.5896744598603267,2.5896744598603267,2.710391679484564
E06000016,Leicester,2020-03-24,27,8,1.8781282432425086,0.34875965926878993,1.2578119605920368,1.3435726132428671,2.486182078646774,1.856585231994988,2.486182078646774,2.486182078646774,2.620817603545745
E10000018,Leicestershire,2020-03-24,69,16,2.005995470361411,0.24692097334457394,1.5514367514535163,1.6178450198687344,2.4286761445870657,1.9958733270486222,2.4286761445870657,2.4286761445870657,2.5180664147861247
E09000023,Lewisham,2020-03-24,101,17,1.5121159367706667,0.17232160382819062,1.1933382504464025,1.2402673678464216,1.8062775691304067,1.5055750420204645,1.8062775691304067,1.8062775691304067,1.8680588566814251
E10000019,Lincolnshire,2020-03-24,25,7,2.2466844209513637,0.4493368841902728,1.453935698361871,1.5620860532671126,3.033239944283796,2.2168006753769385,3.033239944283796,3.033239944283796,3.2091727973815245
E08000012,Liverpool,2020-03-24,49,16,2.5072588629492385,0.36967515133993883,1.8356286070024306,1.9317222603982263,3.1446964449989223,2.489113912102306,3.1446964449989223,3.1446964449989223,3.281976806098975
