GSS_CD,GSS_NM,date,cumulative_cases,incidence,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R)
E06000033,Southend-on-Sea,2020-03-15,3,0,3.0205443271117485,1.7439120803571648,0.6229088570514969,0.8232910873529584,6.338907903070588,2.6923725703241206,6.338907903070588,6.338907903070588,7.274163116632605
E09000028,Southwark,2020-03-15,34,2,1.6861744412339184,0.3131147330904339,1.1292574867874783,1.206252985408867,2.232082229928271,1.666833230066107,2.232082229928271,2.232082229928271,2.3529573521589127
E08000013,St. Helens,2020-03-15,1,0,3.130151386439158,2.2133512714916024,0.37907585452140996,0.5561676627002653,7.424507049659897,2.6267400788633197,7.424507049659897,7.424507049659897,8.720043642445981
E10000028,Staffordshire,2020-03-15,7,1,4.104531209824604,1.8356021601874533,1.3327301113933077,1.617308078024561,7.5141809049114485,3.834378257536617,7.5141809049114485,7.5141809049114485,8.407384071276137
E08000007,Stockport,2020-03-15,4,0,2.2579933353786323,1.0098053181296205,0.7331642897930615,0.8897169188755022,4.133716991481829,2.1093762255028365,4.133716991481829,4.133716991481829,4.625087794550164
E06000004,Stockton-on-Tees,2020-03-15,2,0,1.8077867806591588,1.0437261844510122,0.37280909511100213,0.4927372629470173,3.7938174944594762,1.6113769619449116,3.7938174944594762,3.7938174944594762,4.353564953367541
E06000021,Stoke-on-Trent,2020-03-15,0,0,5,5,0.12658903992144938,0.2564664719377527,14.97866136776995,3.4657359027997265,14.97866136776995,14.97866136776995,18.444397270569677
E10000029,Suffolk,2020-03-15,3,0,2.4001838688934902,1.385746802810254,0.49497561650270433,0.6542032737383648,5.037020764366557,2.139412143149185,5.037020764366557,5.037020764366557,5.780192932621594
E08000024,Sunderland,2020-03-15,1,0,1.2500478804484583,1.2500478804484583,0.031648472208362616,0.06411907393037634,3.744808778947206,0.8664671638977844,3.744808778947206,3.744808778947206,4.6112759428449905
E10000030,Surrey,2020-03-15,28,1,1.8879717994430396,0.39366933351714645,1.1968121687416269,1.290346444920592,2.5787076414445527,1.8606815100263097,2.5787076414445527,2.5787076414445527,2.73413321092545
E09000029,Sutton,2020-03-15,8,4,2.1331256379302266,0.6431615792456424,1.0648486328490234,1.1962970554170562,3.2893222479919673,2.0688453325869327,3.2893222479919673,3.2893222479919673,3.5662672694448334
E06000030,Swindon,2020-03-15,2,0,1.6152122099993094,1.6152122099993094,0.04089363258664301,0.08284955538586067,4.838743346133396,1.1195797893670196,4.838743346133396,4.838743346133396,5.958323135500416
E08000008,Tameside,2020-03-15,3,0,2.3382188886110167,1.349971304763838,0.4821969478705237,0.6373138622714776,4.9069811884859496,2.08417944494451,4.9069811884859496,4.9069811884859496,5.630967056329078
E06000020,Telford and Wrekin,2020-03-15,0,0,5,5,0.12658903992144938,0.2564664719377527,14.97866136776995,3.4657359027997265,14.97866136776995,14.97866136776995,18.444397270569677
E06000034,Thurrock,2020-03-15,1,0,4.70624288104003,3.3278162550943198,0.5699478464346882,0.8362087899606042,11.16288930914702,3.9493542868404363,11.16288930914702,11.16288930914702,13.11075352214996
E06000027,Torbay,2020-03-15,9,0,0.673874887053035,0.4765015023065199,0.08160937511100572,0.11973459894252837,1.5983855832626752,0.5654979441666393,1.5983855832626752,1.5983855832626752,1.8772952803843692
E09000030,Tower Hamlets,2020-03-15,10,3,1.652127509277768,0.5224485914338713,0.792259358256004,0.8963462001156851,2.5947020090137918,1.5973949394325215,2.5947020090137918,2.5947020090137918,2.8226273772693373
E08000009,Trafford,2020-03-15,8,1,2.7095920024543587,1.106186302856547,0.99437250991816994,1.1800339755282783,4.7476725517082565,2.560637234926887,4.7476725517082565,4.7476725517082565,5.269403214019056
E08000036,Wakefield,2020-03-15,2,1,4.630089559307537,2.3150447796537685,1.2615435718695134,1.581544135870301,8.97503103410951,4.250492533599388,8.97503103410951,8.97503103410951,10.148314875953018
E08000030,Walsall,2020-03-15,6,6,6.867158690040516,1.904607136437631,3.6564727846649507,4.0619657221630625,10.270400686972396,6.691903020626215,10.270400686972396,10.270400686972396,11.072810070816287
E09000031,Waltham Forest,2020-03-15,2,2,3.2286286636341384,1.6143143318170692,0.8796926461980703,1.1028336848492861,6.2584194285143875,2.963930147086461,6.2584194285143875,6.2584194285143875,7.076567283719432
E09000032,Wandsworth,2020-03-15,19,3,2.841663557710828,0.6354152884225308,1.735761925395149,1.8832630208587495,3.961170965004689,2.794445399515096,3.961170965004689,3.961170965004689,4.215729166027448
E06000007,Warrington,2020-03-15,1,0,2.1511300735197234,1.5210786622001131,0.26051183158071917,0.3822144163176464,5.102334815106564,1.8051713420130733,5.102334815106564,5.102334815106564,5.992664828588036
E10000031,Warwickshire,2020-03-15,6,0,1.0524436486532862,0.6076286238568868,0.2170391821134403,0.28685805670860565,2.2086560035236813,0.9380992644313917,2.2086560035236813,2.2086560035236813,2.5345255497999353
E06000037,West Berkshire,2020-03-15,4,0,2.3979996195420075,1.0724180318629124,0.7786239491671197,0.9448835829295209,4.390027028669485,2.24016754477203,4.390027028669485,4.390027028669485,4.911865149424759
E10000032,West Sussex,2020-03-15,8,0,2.4596988999050304,1.0041678709420732,0.902666145503109,1.0712049152892187,4.309816733282454,2.324481539693213,4.309816733282454,4.309816733282454,4.783430596539423
E09000033,Westminster,2020-03-15,39,1,2.135747591784326,0.3559579319640543,1.4958513564828764,1.5858617899657177,2.7529866662276508,2.116005034185606,2.7529866662276508,2.7529866662276508,2.887799336248416
E08000010,Wigan,2020-03-15,4,0,2.6033835285926634,1.8408701470972346,0.3152818231168353,0.4625711518243511,6.175049374526598,2.1846904545362253,6.175049374526598,6.175049374526598,7.25256231558125
E06000054,Wiltshire,2020-03-15,6,2,2.512185021635222,1.1234832960866274,0.8156996384168266,0.9898760470520511,4.599066678794386,2.346837466556596,4.599066678794386,4.599066678794386,5.145753133619617
E06000040,Windsor and Maidenhead,2020-03-15,7,0,1.7857326052645424,0.6749434830842073,0.7179571234501199,0.8380993356576509,3.0210502915671396,1.7014554841863923,3.0210502915671396,3.0210502915671396,3.3315326528024154
E08000015,Wirral,2020-03-15,6,0,1.7713845765932614,0.7231647251482527,0.650066919987171,0.7714423360466912,3.1037713150885486,1.6740060127470453,3.1037713150885486,3.1037713150885486,3.4448505799800917
E06000041,Wokingham,2020-03-15,7,0,1.8986362081983281,0.8490959252147812,0.6164820087592059,0.7481194610968243,3.475840531281283,1.7736713460143312,3.475840531281283,3.475840531281283,3.8890102177190826
E08000031,Wolverhampton,2020-03-15,11,3,1.8094491186488333,0.5223429678684174,0.9349687637994424,1.044084185836983,2.7454642178403077,1.7594424519459473,2.7454642178403077,2.7454642178403077,2.9678039367588847
E10000034,Worcestershire,2020-03-15,3,0,2.561755118056706,1.280877559028353,0.6979920497200053,0.875043286442228,4.965742323521362,2.3517301042959815,4.965742323521362,4.965742323521362,5.614901664453281
E06000014,York,2020-03-15,5,0,2.2447326463207857,1.2959969976120465,0.46291783721078045,0.6118328953554046,4.710791159171412,2.0008501614820258,4.710791159171412,4.710791159171412,5.405830755737049
E09000002,Barking and Dagenham,2020-03-16,11,0,1.9293307574200667,0.5817151108049594,0.9631149627669181,1.082005046016272,2.9750664805073233,1.8711916736314973,2.9750664805073233,2.9750664805073233,3.225552686524623
E09000003,Barnet,2020-03-16,28,0,1.3422295493407725,0.3001316513734876,0.819868678881473,0.8895392520758826,1.8710169628606834,1.3199265546657755,1.8710169628606834,1.8710169628606834,1.9912548208972698
E08000016,Barnsley,2020-03-16,6,0,2.2579933353786323,1.0098053181296205,0.7331642897930615,0.8897169188755022,4.133716991481829,2.1093762255028365,4.133716991481829,4.133716991481829,4.625087794550164
E06000022,Bath and North East Somerset,2020-03-16,2,2,4.141892082070368,1.8523104501954963,1.344861084916098,1.6320293792880252,7.5825775959021255,3.8692801035449667,7.5825775959021255,7.5825775959021255,8.483911008495223
E06000055,Bedford,2020-03-16,0,1,10,7.0710678118654755,1.2110463927198243,1.77680755349331,23.719322591952885,8.391734950083304,23.719322591952885,23.719322591952885,27.858216954694488
E09000004,Bexley,2020-03-16,9,6,3.330208816452161,0.8325522041130402,1.903502079808993,2.0888644744594855,4.807391572622203,3.261092319002287,4.807391572622203,4.807391572622203,5.149380937923643
E08000025,Birmingham,2020-03-16,16,6,3.4159350322932434,0.7454181359302481,2.114517624041945,2.289005824436029,4.727331822200229,3.361869516792398,4.727331822200229,4.727331822200229,5.0244139127837455
E06000008,Blackburn with Darwen,2020-03-16,0,1,10,7.0710678118654755,1.2110463927198243,1.77680755349331,23.719322591952885,8.391734950083304,23.719322591952885,23.719322591952885,27.858216954694488
E06000009,Blackpool,2020-03-16,4,1,2.364642722117722,0.9653613488623755,0.8677822035649959,1.0298077162750217,4.143261914054202,2.2346508980203943,4.143261914054202,4.143261914054202,4.598572755103849
E08000001,Bolton,2020-03-16,4,2,2.5064509733224214,1.2532254866612107,0.6829235316290264,0.8561525188504858,4.858539987811182,2.3009600595140975,4.858539987811182,4.858539987811182,5.493685029759775
E06000058,Bournemouth,2020-03-16,3,0,0.698065173411514,0.698065173411514,0.017673480020952724,0.0358060624414933,2.0912163690329346,0.4838619067972802,2.0912163690329346,2.0912163690329346,2.5750782758302155
E06000036,Bracknell Forest,2020-03-16,7,0,1.8762496453010837,0.7659757101775967,0.6885505520171172,0.8171113311608078,3.2875130030940345,1.7731063198534984,3.2875130030940345,3.2875130030940345,3.648783987514068
E08000032,Bradford,2020-03-16,8,0,1.9591883329191577,0.6926776779143519,0.8458384630683051,0.9748976947650954,3.2199538952022935,1.8781880037492913,3.2199538952022935,3.2199538952022935,3.532092162265986
E09000005,Brent,2020-03-16,22,4,2.1743545519386944,0.4438382643456454,1.3931499892041581,1.4993115691504766,2.9521741253921197,2.144230887714906,2.9521741253921197,2.9521741253921197,3.126657783298739
E06000043,Brighton and Hove,2020-03-16,11,0,1.1016410069889044,0.6360327319353744,0.22718486015422446,0.3002674764199707,2.3119014751311266,0.9819514989198296,2.3119014751311266,2.3119014751311266,2.653004065817248
E06000023,"Bristol, City of",2020-03-16,9,1,1.918581904756794,0.678321137557666,0.8283074895470554,0.9546918204532835,3.153216652878663,1.8392604004310216,3.153216652878663,3.153216652878663,3.4588854958929787
E09000006,Bromley,2020-03-16,12,13,4.680711067588729,0.9554461457491908,2.9990199010850547,3.227552861252191,6.355115401879305,4.615864160076385,6.355115401879305,6.355115401879305,6.730724608735052
E10000002,Buckinghamshire,2020-03-16,17,12,2.8697587569939147,0.54233342812541,1.9069338529998303,2.0396440182305535,3.816180810264993,2.835668212176744,3.816180810264993,3.816180810264993,4.026228740289155
E08000002,Bury,2020-03-16,7,2,4.55910279923022,1.7231788869059428,1.832995780890618,2.1397274238959954,7.712957024077304,4.343937293775646,7.712957024077304,7.712957024077304,8.505640653219897
E08000033,Calderdale,2020-03-16,6,1,2.1775561554400524,0.7698823619630845,0.9401141895419517,1.0835581452228096,3.5788445178640464,2.087527666390352,3.5788445178640464,3.5788445178640464,3.9257731889735745
E10000003,Cambridgeshire,2020-03-16,13,0,2.3573910469986736,0.6538226381748813,1.25521144846481,1.3944110015296893,3.525672220691744,2.297228443415299,3.525672220691744,3.525672220691744,3.8011271479595083
E09000007,Camden,2020-03-16,25,0,1.2691736362505825,0.2991470948986585,0.7521927328647526,0.8203306977500696,1.7979416981026517,1.2457493740201797,1.7979416981026517,1.7979416981026517,1.9191771640646962
E06000056,Central Bedfordshire,2020-03-16,4,3,4.275578264223324,1.5116451920630605,1.8458912228976279,2.127539922294475,7.026973698651681,4.09880952740791,7.026973698651681,7.026973698651681,7.708159661055494
E06000049,Cheshire East,2020-03-16,1,8,13.016917642963318,4.1163107866594535,6.242117972355312,7.062205913870134,20.443350873159197,12.585686185304965,20.443350873159197,20.443350873159197,22.23914794733388
E06000050,Cheshire West and Chester,2020-03-16,4,1,2.0131102360015354,0.8218488123629306,0.7387759767158986,0.8767144547274243,3.5273163643715075,1.9024432547958168,3.5273163643715075,3.5273163643715075,3.9149397909915904
E06000052,Cornwall and Isles of Scilly,2020-03-16,10,2,2.245860559143972,0.794031615485057,0.9696031829577287,1.117546611055514,3.6911037770023465,2.153008105143681,3.6911037770023465,3.6911037770023465,4.048914719023111
E06000047,County Durham,2020-03-16,1,0,1.2500478804484583,1.2500478804484583,0.031648472208362616,0.06411907393037634,3.744808778947206,0.8664671638977844,3.744808778947206,3.744808778947206,4.6112759428449905
E08000026,Coventry,2020-03-16,6,0,1.2942270112048213,0.7472223133115884,0.26690072417697197,0.3527594525835828,2.7160620541325873,1.1536136958706236,2.7160620541325873,2.7160620541325873,3.116795309028904
E09000008,Croydon,2020-03-16,4,3,4.144829890434533,1.5665984452509814,1.666436585496298,1.9452963827540923,7.012102210643369,3.9492158721348902,7.012102210643369,7.012102210643369,7.7327568974126795
E10000006,Cumbria,2020-03-16,11,13,3.956901815214012,0.9596896549603309,2.3050411237578237,2.521277402258906,5.6563175193924895,3.8795917939359326,5.6563175193924895,5.6563175193924895,6.047774726970014
E06000005,Darlington,2020-03-16,2,0,2.2447326463207857,1.2959969976120465,0.46291783721078045,0.6118328953554046,4.710791159171412,2.0008501614820258,4.710791159171412,4.710791159171412,5.405830755737049
E06000015,Derby,2020-03-16,6,0,1.682695250832912,0.6869574595241974,0.6175195005308891,0.7328179167359206,2.948372318796665,1.5901922172838163,2.948372318796665,2.948372318796665,3.2723744958362615
E10000007,Derbyshire,2020-03-16,13,0,1.9047370016202145,0.6023307268719706,0.9133954286674759,1.03339709800509,2.9914306837656754,1.8416358484752142,2.9914306837656754,2.9914306837656754,3.2542057299326848
E10000008,Devon,2020-03-16,21,4,2.963607154851509,0.8219567351653125,1.5779959944523918,1.7529914802206215,4.432318274987128,2.8879734059827395,4.432318274987128,4.432318274987128,4.778607955831203
E08000017,Doncaster,2020-03-16,2,0,2.2447326463207857,1.2959969976120465,0.46291783721078045,0.6118328953554046,4.710791159171412,2.0008501614820258,4.710791159171412,4.710791159171412,5.405830755737049
E06000059,Dorset,2020-03-16,2,0,2.763818117260649,1.5956911339916002,0.5699657406343231,0.753316812000271,5.800142824887948,2.4635387805722906,5.800142824887948,5.800142824887948,6.655907555868355
E08000027,Dudley,2020-03-16,7,4,2.9641617783886316,0.8937284033479713,1.479698879960538,1.6623577834387704,4.570796539561389,2.8748387583031287,4.570796539561389,4.570796539561389,4.955635497337048
E09000009,Ealing,2020-03-16,22,4,2.16345377487978,0.4612498946066187,1.3558249625118401,1.4646324939712663,2.973809145105264,2.1307639381720285,2.973809145105264,2.973809145105264,3.156747594768757
E06000011,East Riding of Yorkshire,2020-03-16,4,6,5.256536448957219,1.5849053725471138,2.624044056131795,2.947964697326299,8.105683969797765,5.098134261116571,8.105683969797765,8.105683969797765,8.788143349469731
E10000011,East Sussex,2020-03-16,2,6,9.061632981335245,3.0205443271117485,4.143555621078143,4.727380970495466,14.533499770360484,8.728317107319532,14.533499770360484,14.533499770360484,15.871137258747991
E09000010,Enfield,2020-03-16,9,2,2.47669268680885,0.7467509421056504,1.2363560657845525,1.3889759307741714,3.8191094848328033,2.4020592196943436,3.8191094848328033,3.8191094848328033,4.140660028825125
E10000012,Essex,2020-03-16,24,1,2.1254417108365296,0.4752632147643932,1.2982750144034465,1.4085994684865926,2.962784939804021,2.0901245661781616,2.962784939804021,2.962784939804021,3.153183488858553
E08000037,Gateshead,2020-03-16,1,0,2.324263896260648,1.6435027623129705,0.2814791407295382,0.4129769647187711,5.512996514423563,1.9504606571467278,5.512996514423563,5.512996514423563,6.474984788199266
E10000013,Gloucestershire,2020-03-16,8,6,3.1136643212601367,0.9388051160669535,1.5543300107075502,1.7462016267803568,4.801332440332697,3.0198361426717786,4.801332440332697,4.801332440332697,5.2055814057546845
E09000011,Greenwich,2020-03-16,19,2,2.2660515894590842,0.49449299701767857,1.4027216494462174,1.5184730498993528,3.1360016183931116,2.2301857880965317,3.1360016183931116,3.1360016183931116,3.333078944865173
E09000012,Hackney and City of London,2020-03-16,22,2,2.2497552790094506,0.49093685053272873,1.392633976429358,1.5075529506634529,3.1134490621399302,2.214147406564425,3.1134490621399302,3.1134490621399302,3.3091091069800496
E06000006,Halton,2020-03-16,0,3,20,10,5.449326868131623,6.831591983749154,38.768282639663624,18.360303744254484,38.768282639663624,38.768282639663624,43.83636534871162
E09000013,Hammersmith and Fulham,2020-03-16,23,2,2.0738083875385733,0.43241894079425264,1.314616624346193,1.4173576539100399,2.8325346477183264,2.0438318639975623,2.8325346477183264,2.8325346477183264,3.0032590461031603
E10000014,Hampshire,2020-03-16,59,16,1.9729499755243969,0.25056489745662114,1.5126494331539564,1.5796747225567922,2.402375743980104,1.9623529157332413,2.402375743980104,2.402375743980104,2.4934603815732213
E09000014,Haringey,2020-03-16,17,2,2.2455056965584497,0.5151543372864837,1.3519411157311267,1.4704460275104188,3.154553804508867,2.206236099654741,3.154553804508867,3.154553804508867,3.362084617634906
E09000015,Harrow,2020-03-16,15,1,2.152945412406788,0.538236353101697,1.2305943248920654,1.3504291878664147,3.1079287223035035,2.108262314646913,3.1079287223035035,3.1079287223035035,3.3290212950815805
E06000001,Hartlepool,2020-03-16,0,0,5,5,0.12658903992144938,0.2564664719377527,14.97866136776995,3.4657359027997265,14.97866136776995,14.97866136776995,18.444397270569677
E09000016,Havering,2020-03-16,7,3,2.6767826477763648,0.8922608825921217,1.2239954773542214,1.3964559563728707,4.2931577649297274,2.5783220116381083,4.2931577649297274,4.2931577649297274,4.688292375358768
E06000019,"Herefordshire, County of",2020-03-16,1,0,1.2500478804484583,1.2500478804484583,0.031648472208362616,0.06411907393037634,3.744808778947206,0.8664671638977844,3.744808778947206,3.744808778947206,4.6112759428449905
E10000015,Hertfordshire,2020-03-16,35,8,1.8683671947847573,0.3664169532601572,1.2204794825450276,1.3091898014579624,2.5090791830754116,1.8444691329760035,2.5090791830754116,2.5090791830754116,2.6519986042091492
E09000017,Hillingdon,2020-03-16,14,3,2.2111978160899213,0.570928821125765,1.2375906321361378,1.363031052566227,3.2263566568282247,2.16225896074624,3.2263566568282247,3.2263566568282247,3.4626799283588343
E09000018,Hounslow,2020-03-16,14,3,2.1706448697494185,0.6020285675926447,1.1557769740958932,1.2839495130203875,3.2463779515944173,2.115248185781655,3.2463779515944173,3.2463779515944173,3.5000120805108783
E06000046,Isle of Wight,2020-03-16,2,1,3.905075292888995,2.2545962715552177,0.8053204071729322,1.0643822225088673,8.195182707300141,3.4808022876056235,8.195182707300141,8.195182707300141,9.40431643668955
E09000019,Islington,2020-03-16,12,0,2.78784371668797,0.804781160144203,1.4405195297252547,1.6086351957508713,4.229975350074035,2.7107977416874394,4.229975350074035,4.229975350074035,4.5725372834099565
E09000020,Kensington and Chelsea,2020-03-16,46,7,1.7340122252524879,0.2812939274385745,1.2270902537575894,1.2986797119973947,2.2211549049662627,1.7188255403883959,2.2211549049662627,2.2211549049662627,2.3272098740372216
E10000016,Kent,2020-03-16,14,7,2.3327038792569517,0.5657637933802634,1.3588859724955953,1.4863632841023986,3.3345567911399603,2.2871274674674518,3.3345567911399603,3.3345567911399603,3.5653317229737937
E06000010,"Kingston upon Hull, City of",2020-03-16,1,0,4.70624288104003,3.3278162550943198,0.5699478464346882,0.8362087899606042,11.16288930914702,3.9493542868404363,11.16288930914702,11.16288930914702,13.11075352214996
E09000021,Kingston upon Thames,2020-03-16,2,0,2.324263896260648,1.6435027623129705,0.2814791407295382,0.4129769647187711,5.512996514423563,1.9504606571467278,5.512996514423563,5.512996514423563,6.474984788199266
E08000034,Kirklees,2020-03-16,3,0,1.6120235721201133,0.9307022433035694,0.3324380151737669,0.439379295849767,3.3829892412203697,1.4368827529977615,3.3829892412203697,3.3829892412203697,3.8821222738588355
E08000011,Knowsley,2020-03-16,0,1,10,7.0710678118654755,1.2110463927198243,1.77680755349331,23.719322591952885,8.391734950083304,23.719322591952885,23.719322591952885,27.858216954694488
E09000022,Lambeth,2020-03-16,29,19,2.69968061425942,0.4069921659679403,1.9615920671726332,2.066888807726498,3.402149867960088,2.6792562623416885,3.402149867960088,3.402149867960088,3.553805432651887
E10000017,Lancashire,2020-03-16,9,7,3.4723735470332553,1.0023879010532928,1.7942260819933231,2.0036210305174644,5.268607570172406,3.376409629150849,5.268607570172406,5.268607570172406,5.695282490439954
E08000035,Leeds,2020-03-16,21,0,1.8237174534197624,0.4423164524548316,1.0623826227085909,1.1620449073901813,2.6069701660368683,1.788085627887225,2.6069701660368683,2.6069701660368683,2.787390953578569
E06000016,Leicester,2020-03-16,2,0,1.8077867806591588,1.0437261844510122,0.37280909511100213,0.4927372629470173,3.7938174944594762,1.6113769619449116,3.7938174944594762,3.7938174944594762,4.353564953367541
E10000018,Leicestershire,2020-03-16,7,3,2.657836223664026,0.8859454078880087,1.2153319657893948,1.386571759452504,4.2627705432167105,2.5600724976660816,4.2627705432167105,4.2627705432167105,4.655108367766676
E09000023,Lewisham,2020-03-16,18,2,2.639961298089254,0.6222448453163174,1.5646083772534907,1.706339646395837,3.739832252767294,2.5912373536593623,3.739832252767294,3.739832252767294,3.9920096766863193
E10000019,Lincolnshire,2020-03-16,4,0,2.1000758832842332,1.0500379416421166,0.5721999967948012,0.7173430784754745,4.070816770395219,1.9279015551541026,4.070816770395219,4.070816770395219,4.602984683983295
E08000012,Liverpool,2020-03-16,12,6,2.488234560377859,0.6901120994479976,1.3248801087237903,1.4718057276897891,3.721359457633627,2.4247327202105033,3.721359457633627,3.721359457633627,4.012103104397976
E06000032,Luton,2020-03-16,5,0,2.2910263025366975,1.1455131512683487,0.6242275593004737,0.7825678461484082,4.44095776158231,2.1031969400325017,4.44095776158231,4.44095776158231,5.021513301075329
E08000003,Manchester,2020-03-16,11,6,3.1754370159269483,0.8807077679177671,1.6907864740324015,1.8782901187779197,4.749127256533704,3.0943971907200045,4.749127256533704,4.749127256533704,5.120168698037074
E06000035,Medway,2020-03-16,2,2,15,8.660254037844386,3.0933606144780064,4.088457235819767,31.478968109359947,13.370301568617801,31.478968109359947,31.478968109359947,36.1234383386198
E09000024,Merton,2020-03-16,13,1,2.248997945162634,0.6237598007459251,1.197496686829302,1.3302958290034628,3.363561420896995,2.1916016247655965,3.363561420896995,3.363561420896995,3.6263509000539815
E06000002,Middlesbrough,2020-03-16,0,0,5,5,0.12658903992144938,0.2564664719377527,14.97866136776995,3.4657359027997265,14.97866136776995,14.97866136776995,18.444397270569677
E06000042,Milton Keynes,2020-03-16,4,0,1.787988839204778,1.032295837622925,0.36872628362148724,0.487341060480784,3.7522695766145806,1.593729998766051,3.7522695766145806,3.7522695766145806,4.305886972210279
E08000021,Newcastle upon Tyne,2020-03-16,8,0,0.9553933169196398,0.5515965887055234,0.1970250705263145,0.26040564797426324,2.0049863836805972,0.8515931175905083,2.0049863836805972,2.0049863836805972,2.3008061048584034
E09000025,Newham,2020-03-16,3,16,12.149749372198382,2.7167665505820975,7.42138255816054,8.052034746785967,16.93628871533485,11.947864533883074,16.93628871533485,16.93628871533485,18.024671727698113
E10000020,Norfolk,2020-03-16,2,1,4.630089559307537,2.3150447796537685,1.2615435718695134,1.581544135870301,8.97503103410951,4.250492533599388,8.97503103410951,8.97503103410951,10.148314875953018
E06000012,North East Lincolnshire,2020-03-16,0,0,5,5,0.12658903992144938,0.2564664719377527,14.97866136776995,3.4657359027997265,14.97866136776995,14.97866136776995,18.444397270569677
E06000013,North Lincolnshire,2020-03-16,2,0,1.4064022715210749,0.9944765832687161,0.17032183976385648,0.2498906179288795,3.3358909172263687,1.1802155095799953,3.3358909172263687,3.3358909172263687,3.917985960560925
E06000024,North Somerset,2020-03-16,3,1,3.2002451585246536,1.6001225792623268,0.871959096347827,1.093138458550453,6.203400441094945,2.9378736583296243,6.203400441094945,6.203400441094945,7.014355798726612
E08000022,North Tyneside,2020-03-16,5,0,1.581612850651554,0.790806425325777,0.4309362701018881,0.5402466835952902,3.0658207010291774,1.451944617188937,3.0658207010291774,3.0658207010291774,3.466607938068939
E10000023,North Yorkshire,2020-03-16,11,3,2.3389466214453023,0.6039134208350507,1.3090906687334847,1.441778230842448,3.4127548187480024,2.2871803934169512,3.4127548187480024,3.4127548187480024,3.6627313307965026
E10000021,Northamptonshire,2020-03-16,13,0,1.774072474342067,0.5913574914473557,0.8112189037451951,0.9255193266775521,2.8453460818332608,1.7088164086229487,2.8453460818332608,2.8453460818332608,3.1072266781545053
E06000057,Northumberland,2020-03-16,0,0,5,5,0.12658903992144938,0.2564664719377527,14.97866136776995,3.4657359027997265,14.97866136776995,14.97866136776995,18.444397270569677
E06000018,Nottingham,2020-03-16,11,2,2.68986722529144,0.8110254838332803,1.3427720273317891,1.5085282291207698,4.147828871852396,2.6088098869424328,4.147828871852396,4.147828871852396,4.497055998078547
E10000024,Nottinghamshire,2020-03-16,15,0,2.298410809575931,0.7268213157011486,1.1021773215309012,1.2469811100529467,3.60970391913196,2.2222678185163742,3.60970391913196,3.60970391913196,3.9267896932222
E08000004,Oldham,2020-03-16,11,0,2.041045620418666,0.7216185994545715,0.8811786297516996,1.0156301141768067,3.354487511652536,1.9566609983143204,3.354487511652536,3.354487511652536,3.679667297715355
E10000025,Oxfordshire,2020-03-16,28,2,1.3015519340088892,0.28402191707199537,0.8056811611021922,0.8721652869821234,1.8012250870461743,1.2809516955388762,1.8012250870461743,1.8012250870461743,1.9144203808392173
E06000031,Peterborough,2020-03-16,0,0,5,5,0.12658903992144938,0.2564664719377527,14.97866136776995,3.4657359027997265,14.97866136776995,14.97866136776995,18.444397270569677
E06000026,Plymouth,2020-03-16,2,0,2.308697088812289,1.3329268857030803,0.47610884301946443,0.6292672878713755,4.845026802192946,2.0578650872006867,4.845026802192946,4.845026802192946,5.559871795350785
E06000044,Portsmouth,2020-03-16,1,2,5.206767057185327,2.6033835285926634,1.4186687810411311,1.7785254044558225,10.092870845592518,4.779891234775033,10.092870845592518,10.092870845592518,11.412287150220601
E06000038,Reading,2020-03-16,4,0,1.677591863334613,0.7502418889833463,0.544709511659429,0.6610213769857741,3.071173807993152,1.5671757472311818,3.071173807993152,3.071173807993152,3.4362411658954315
E09000026,Redbridge,2020-03-16,2,2,9.41248576208006,4.70624288104003,2.5645855779604614,3.215113113968959,18.245295418306473,8.640804879013027,18.245295418306473,18.245295418306473,20.63045823530439
E06000003,Redcar and Cleveland,2020-03-16,1,1,3.905075292888995,2.2545962715552177,0.8053204071729322,1.0643822225088673,8.195182707300141,3.4808022876056235,8.195182707300141,8.195182707300141,9.40431643668955
E09000027,Richmond upon Thames,2020-03-16,2,1,2.192661276178026,1.2659335780430516,0.45217946884134586,0.597640124019457,4.601514292495771,1.9544361666887047,4.601514292495771,4.601514292495771,5.280430960499755
E08000005,Rochdale,2020-03-16,4,0,1.9106358567364699,0.9553179283682349,0.5205839654664864,0.6526342301372282,3.703603545771766,1.753992733717274,3.703603545771766,3.703603545771766,4.187766573212426
E08000018,Rotherham,2020-03-16,2,0,1.461774184118684,1.0336304381537544,0.17702763526478965,0.2597291411843598,3.4672293429699796,1.226682150999827,3.4672293429699796,3.4672293429699796,4.072242235994983
E06000017,Rutland,2020-03-16,0,0,5,5,0.12658903992144938,0.2564664719377527,14.97866136776995,3.4657359027997265,14.97866136776995,14.97866136776995,18.444397270569677
E08000006,Salford,2020-03-16,1,3,7.825378466097895,3.499615639971586,2.5408790874471388,3.0834332009770242,14.325950136013407,7.310325957707414,14.325950136013407,14.325950136013407,16.028861495827233
E08000028,Sandwell,2020-03-16,4,3,6.088979509415604,2.152779350806856,2.628789169147739,3.029893546965154,10.007324441309207,5.837237838498055,10.007324441309207,10.007324441309207,10.977421843544882
